date,crypto crash
"Oct 29, 2022",2
"Oct 30, 2022",2
"Oct 31, 2022",0
"Nov 1, 2022",3
"Nov 2, 2022",3
"Nov 3, 2022",3
"Nov 4, 2022",3
"Nov 5, 2022",2
"Nov 6, 2022",2
"Nov 7, 2022",3
"Nov 8, 2022",37
"Nov 9, 2022",100
"Nov 10, 2022",68
"Nov 11, 2022",50
"Nov 12, 2022",50
"Nov 13, 2022",49
"Nov 14, 2022",44
"Nov 15, 2022",37
"Nov 16, 2022",27
"Nov 17, 2022",30
"Nov 18, 2022",24
"Nov 19, 2022",18
"Nov 20, 2022",15
"Nov 21, 2022",20
"Nov 22, 2022",13
"Nov 23, 2022",10
"Nov 24, 2022",9
"Nov 25, 2022",7
"Nov 26, 2022",6
"Nov 27, 2022",6
"Nov 28, 2022",7
"Nov 29, 2022",10
"Nov 30, 2022",22
"Dec 1, 2022",11
"Dec 2, 2022",7
"Dec 3, 2022",5
"Dec 4, 2022",5
"Dec 5, 2022",6
"Dec 6, 2022",6
"Dec 7, 2022",7
"Dec 8, 2022",7
"Dec 9, 2022",4
"Dec 10, 2022",4
"Dec 11, 2022",4
"Dec 12, 2022",4
"Dec 13, 2022",7
"Dec 14, 2022",5
"Dec 15, 2022",6
"Dec 16, 2022",10
"Dec 17, 2022",9
"Dec 18, 2022",6
"Dec 19, 2022",5
"Dec 20, 2022",4
"Dec 21, 2022",6
"Dec 22, 2022",4
"Dec 23, 2022",5
"Dec 24, 2022",2
"Dec 25, 2022",4
"Dec 26, 2022",3
"Dec 27, 2022",5
"Dec 28, 2022",4
"Dec 29, 2022",4
"Dec 30, 2022",5
"Dec 31, 2022",3
"Jan 1, 2023",5
"Jan 2, 2023",3
"Jan 3, 2023",6
"Jan 4, 2023",3
"Jan 5, 2023",4
"Jan 6, 2023",3
"Jan 7, 2023",2
"Jan 8, 2023",4
"Jan 9, 2023",3
"Jan 10, 2023",3
"Jan 11, 2023",4
"Jan 12, 2023",4
"Jan 13, 2023",4
"Jan 14, 2023",2
"Jan 15, 2023",3
"Jan 16, 2023",3
"Jan 17, 2023",4
"Jan 18, 2023",6
"Jan 19, 2023",4
"Jan 20, 2023",4
"Jan 21, 2023",4
"Jan 22, 2023",3
"Jan 23, 2023",3
"Jan 24, 2023",5
"Jan 25, 2023",3
"Jan 26, 2023",3
"Jan 27, 2023",3
"Jan 28, 2023",3
"Jan 29, 2023",4
"Jan 30, 2023",3
"Jan 31, 2023",2
"Feb 1, 2023",3
"Feb 2, 2023",2
"Feb 3, 2023",3
"Feb 4, 2023",0
"Feb 5, 2023",3
"Feb 6, 2023",3
"Feb 7, 2023",3
"Feb 8, 2023",4
"Feb 9, 2023",5
"Feb 10, 2023",4
"Feb 11, 2023",2
"Feb 12, 2023",3
"Feb 13, 2023",2
"Feb 14, 2023",3
"Feb 15, 2023",2
"Feb 16, 2023",0
"Feb 17, 2023",2
"Feb 18, 2023",3
"Feb 19, 2023",5
"Feb 20, 2023",2
"Feb 21, 2023",2
"Feb 22, 2023",4
"Feb 23, 2023",3
"Feb 24, 2023",3
"Feb 25, 2023",4
"Feb 26, 2023",2
"Feb 27, 2023",2
"Feb 28, 2023",3
"Mar 1, 2023",0
"Mar 2, 2023",2
"Mar 3, 2023",11
"Mar 4, 2023",3
"Mar 5, 2023",0
"Mar 6, 2023",3
"Mar 7, 2023",3
"Mar 8, 2023",3
"Mar 9, 2023",9
"Mar 10, 2023",15
"Mar 11, 2023",9
"Mar 12, 2023",6
"Mar 13, 2023",9
"Mar 14, 2023",6
"Mar 15, 2023",6
"Mar 16, 2023",4
"Mar 17, 2023",4
"Mar 18, 2023",4
"Mar 19, 2023",3
"Mar 20, 2023",4
"Mar 21, 2023",3
"Mar 22, 2023",3
"Mar 23, 2023",2
"Mar 24, 2023",2
"Mar 25, 2023",3
"Mar 26, 2023",3
"Mar 27, 2023",3
"Mar 28, 2023",2
"Mar 29, 2023",2
"Mar 30, 2023",0
"Mar 31, 2023",2
"Apr 1, 2023",0
"Apr 2, 2023",2
"Apr 3, 2023",2
"Apr 4, 2023",2
"Apr 5, 2023",2
"Apr 6, 2023",2
"Apr 7, 2023",0
"Apr 8, 2023",3
"Apr 9, 2023",2
"Apr 10, 2023",3
"Apr 11, 2023",3
"Apr 12, 2023",3
"Apr 13, 2023",3
"Apr 14, 2023",3
"Apr 15, 2023",2
"Apr 16, 2023",3
"Apr 17, 2023",4
"Apr 18, 2023",3
"Apr 19, 2023",7
"Apr 20, 2023",4
"Apr 21, 2023",5
"Apr 22, 2023",2
"Apr 23, 2023",2
"Apr 24, 2023",2
"Apr 25, 2023",0
"Apr 26, 2023",5
"Apr 27, 2023",3
"Apr 28, 2023",2
"Apr 29, 2023",2
"Apr 30, 2023",2
"May 1, 2023",2
"May 2, 2023",2
"May 3, 2023",3
"May 4, 2023",2
"May 5, 2023",0
"May 6, 2023",0
"May 7, 2023",3
"May 8, 2023",5
"May 9, 2023",3
"May 10, 2023",4
"May 11, 2023",10
"May 12, 2023",8
"May 13, 2023",7
"May 14, 2023",0
"May 15, 2023",6
"May 16, 2023",8
"May 17, 2023",9
"May 18, 2023",5
"May 19, 2023",9
"May 20, 2023",6
"May 21, 2023",7
"May 22, 2023",0
"May 23, 2023",5
"May 24, 2023",7
"May 25, 2023",6
"May 26, 2023",0
"May 27, 2023",0
"May 28, 2023",0
"May 29, 2023",5
"May 30, 2023",0
"May 31, 2023",7
"Jun 1, 2023",6
"Jun 2, 2023",6
"Jun 3, 2023",0
"Jun 4, 2023",0
"Jun 5, 2023",28
"Jun 6, 2023",14
"Jun 7, 2023",8
"Jun 8, 2023",6
"Jun 9, 2023",5
"Jun 10, 2023",100
"Jun 11, 2023",26
"Jun 12, 2023",10
"Jun 13, 2023",6
"Jun 14, 2023",13
"Jun 15, 2023",13
"Jun 16, 2023",5
"Jun 17, 2023",5
"Jun 18, 2023",0
"Jun 19, 2023",5
"Jun 20, 2023",6
"Jun 21, 2023",5
"Jun 22, 2023",6
"Jun 23, 2023",5
"Jun 24, 2023",0
"Jun 25, 2023",5
"Jun 26, 2023",0
"Jun 27, 2023",7
"Jun 28, 2023",6
"Jun 29, 2023",7
"Jun 30, 2023",6
"Jul 1, 2023",5
"Jul 2, 2023",0
"Jul 3, 2023",6
"Jul 4, 2023",6
"Jul 5, 2023",0
"Jul 6, 2023",0
"Jul 7, 2023",6
"Jul 8, 2023",0
"Jul 9, 2023",0
"Jul 10, 2023",0
"Jul 11, 2023",0
"Jul 12, 2023",5
"Jul 13, 2023",8
"Jul 14, 2023",13
"Jul 15, 2023",0
"Jul 16, 2023",10
"Jul 17, 2023",0
"Jul 18, 2023",0
"Jul 19, 2023",5
"Jul 20, 2023",7
"Jul 21, 2023",0
"Jul 22, 2023",8
"Jul 23, 2023",8
"Jul 24, 2023",5
"Jul 25, 2023",0
"Jul 26, 2023",0
"Jul 27, 2023",0
"Jul 28, 2023",0
"Jul 29, 2023",0
"Jul 30, 2023",0
"Jul 31, 2023",6
"Aug 1, 2023",6
"Aug 2, 2023",0
"Aug 3, 2023",0
"Aug 4, 2023",6
"Aug 5, 2023",0
"Aug 6, 2023",0
"Aug 7, 2023",0
"Aug 8, 2023",6
"Aug 9, 2023",8
"Aug 10, 2023",0
"Aug 11, 2023",5
"Aug 12, 2023",0
"Aug 13, 2023",8
"Aug 14, 2023",0
"Aug 15, 2023",7
"Aug 16, 2023",14
"Aug 17, 2023",38
"Aug 18, 2023",48
"Aug 19, 2023",12
"Aug 20, 2023",7
"Aug 21, 2023",7
"Aug 22, 2023",14
"Aug 23, 2023",8
"Aug 24, 2023",6
"Aug 25, 2023",7
"Aug 26, 2023",6
"Aug 27, 2023",7
"Aug 28, 2023",5
"Aug 29, 2023",5
"Aug 30, 2023",0
"Aug 31, 2023",6
"Sep 1, 2023",8
"Sep 2, 2023",0
"Sep 3, 2023",0
"Sep 4, 2023",7
"Sep 5, 2023",0
"Sep 6, 2023",0
"Sep 7, 2023",6
"Sep 8, 2023",5
"Sep 9, 2023",0
"Sep 10, 2023",9
"Sep 11, 2023",10
"Sep 12, 2023",5
"Sep 13, 2023",9
"Sep 14, 2023",0
"Sep 15, 2023",6
"Sep 16, 2023",0
"Sep 17, 2023",0
"Sep 18, 2023",0
"Sep 19, 2023",0
"Sep 20, 2023",6
"Sep 21, 2023",8
"Sep 22, 2023",0
"Sep 23, 2023",0
"Sep 24, 2023",0
"Sep 25, 2023",6
"Sep 26, 2023",0
"Sep 27, 2023",7
"Sep 28, 2023",0
"Sep 29, 2023",0
"Sep 30, 2023",7
"Oct 1, 2023",0
"Oct 2, 2023",8
"Oct 3, 2023",5
"Oct 4, 2023",5
"Oct 5, 2023",0
"Oct 6, 2023",0
"Oct 7, 2023",0
"Oct 8, 2023",0
"Oct 9, 2023",5
"Oct 10, 2023",7
"Oct 11, 2023",6
"Oct 12, 2023",5
"Oct 13, 2023",6
"Oct 14, 2023",0
"Oct 15, 2023",0
"Oct 16, 2023",0
"Oct 17, 2023",0
"Oct 18, 2023",0
"Oct 19, 2023",0
"Oct 20, 2023",0
"Oct 21, 2023",6
"Oct 22, 2023",0
"Oct 23, 2023",7
"Oct 24, 2023",7
"Oct 25, 2023",6
"Oct 26, 2023",7
"Oct 27, 2023",7
"Oct 28, 2023",0
"Oct 29, 2023",0
"Oct 30, 2023",0
"Oct 31, 2023",6
"Nov 1, 2023",0
"Nov 2, 2023",0
"Nov 3, 2023",9
"Nov 4, 2023",0
"Nov 5, 2023",0
"Nov 6, 2023",0
"Nov 7, 2023",5
"Nov 8, 2023",5
"Nov 9, 2023",10
"Nov 10, 2023",5
"Nov 11, 2023",0
"Nov 12, 2023",6
"Nov 13, 2023",5
"Nov 14, 2023",7
"Nov 15, 2023",6
"Nov 16, 2023",6
"Nov 17, 2023",0
"Nov 18, 2023",0
"Nov 19, 2023",0
"Nov 20, 2023",0
"Nov 21, 2023",9
"Nov 22, 2023",8
"Nov 23, 2023",8
"Nov 24, 2023",0
"Nov 25, 2023",0
"Nov 26, 2023",0
"Nov 27, 2023",8
"Nov 28, 2023",7
"Nov 29, 2023",8
"Nov 30, 2023",9
"Dec 1, 2023",5
"Dec 2, 2023",6
"Dec 3, 2023",8
"Dec 4, 2023",5
"Dec 5, 2023",8
"Dec 6, 2023",7
"Dec 7, 2023",0
"Dec 8, 2023",6
"Dec 9, 2023",0
"Dec 10, 2023",0
"Dec 11, 2023",21
"Dec 12, 2023",7
"Dec 13, 2023",0
"Dec 14, 2023",6
"Dec 15, 2023",0
"Dec 16, 2023",0
"Dec 17, 2023",0
"Dec 18, 2023",6
"Dec 19, 2023",7
"Dec 20, 2023",6
"Dec 21, 2023",7
"Dec 22, 2023",0
"Dec 23, 2023",0
"Dec 24, 2023",6
"Dec 25, 2023",0
"Dec 26, 2023",9
"Dec 27, 2023",7
"Dec 28, 2023",9
"Dec 29, 2023",7
"Dec 30, 2023",9
"Dec 31, 2023",8
"Jan 1, 2024",0
"Jan 2, 2024",8
"Jan 3, 2024",70
"Jan 4, 2024",18
"Jan 5, 2024",12
"Jan 6, 2024",8
"Jan 7, 2024",2
"Jan 8, 2024",3
"Jan 9, 2024",3
"Jan 10, 2024",2
"Jan 11, 2024",2
"Jan 12, 2024",3
"Jan 13, 2024",0
"Jan 14, 2024",2
"Jan 15, 2024",0
"Jan 16, 2024",0
"Jan 17, 2024",0
"Jan 18, 2024",2
"Jan 19, 2024",2
"Jan 20, 2024",0
"Jan 21, 2024",0
"Jan 22, 2024",3
"Jan 23, 2024",6
"Jan 24, 2024",0
"Jan 25, 2024",1
"Jan 26, 2024",0
"Jan 27, 2024",0
"Jan 28, 2024",0
"Jan 29, 2024",0
"Jan 30, 2024",0
"Jan 31, 2024",0
"Feb 1, 2024",2
"Feb 2, 2024",2
"Feb 3, 2024",0
"Feb 4, 2024",0
"Feb 5, 2024",0
"Feb 6, 2024",1
"Feb 7, 2024",2
"Feb 8, 2024",0
"Feb 9, 2024",2
"Feb 10, 2024",0
"Feb 11, 2024",2
"Feb 12, 2024",0
"Feb 13, 2024",2
"Feb 14, 2024",2
"Feb 15, 2024",3
"Feb 16, 2024",2
"Feb 17, 2024",0
"Feb 18, 2024",0
"Feb 19, 2024",0
"Feb 20, 2024",3
"Feb 21, 2024",2
"Feb 22, 2024",2
"Feb 23, 2024",2
"Feb 24, 2024",2
"Feb 25, 2024",0
"Feb 26, 2024",1
"Feb 27, 2024",2
"Feb 28, 2024",6
"Feb 29, 2024",5
"Mar 1, 2024",2
"Mar 2, 2024",3
"Mar 3, 2024",4
"Mar 4, 2024",5
"Mar 5, 2024",18
"Mar 6, 2024",6
"Mar 7, 2024",4
"Mar 8, 2024",3
"Mar 9, 2024",5
"Mar 10, 2024",4
"Mar 11, 2024",5
"Mar 12, 2024",5
"Mar 13, 2024",4
"Mar 14, 2024",5
"Mar 15, 2024",8
"Mar 16, 2024",5
"Mar 17, 2024",6
"Mar 18, 2024",4
"Mar 19, 2024",12
"Mar 20, 2024",6
"Mar 21, 2024",2
"Mar 22, 2024",2
"Mar 23, 2024",0
"Mar 24, 2024",0
"Mar 25, 2024",3
"Mar 26, 2024",2
"Mar 27, 2024",2
"Mar 28, 2024",1
"Mar 29, 2024",2
"Mar 30, 2024",0
"Mar 31, 2024",0
"Apr 1, 2024",3
"Apr 2, 2024",5
"Apr 3, 2024",3
"Apr 4, 2024",3
"Apr 5, 2024",3
"Apr 6, 2024",2
"Apr 7, 2024",0
"Apr 8, 2024",0
"Apr 9, 2024",2
"Apr 10, 2024",2
"Apr 11, 2024",2
"Apr 12, 2024",16
"Apr 13, 2024",42
"Apr 14, 2024",22
"Apr 15, 2024",3
"Apr 16, 2024",5
"Apr 17, 2024",3
"Apr 18, 2024",0
"Apr 19, 2024",2
"Apr 20, 2024",2
"Apr 21, 2024",3
"Apr 22, 2024",0
"Apr 23, 2024",0
"Apr 24, 2024",2
"Apr 25, 2024",0
"Apr 26, 2024",2
"Apr 27, 2024",2
"Apr 28, 2024",2
"Apr 29, 2024",2
"Apr 30, 2024",4
"May 1, 2024",7
"May 2, 2024",0
"May 3, 2024",2
"May 4, 2024",0
"May 5, 2024",0
"May 6, 2024",0
"May 7, 2024",0
"May 8, 2024",2
"May 9, 2024",0
"May 10, 2024",2
"May 11, 2024",0
"May 12, 2024",3
"May 13, 2024",0
"May 14, 2024",2
"May 15, 2024",0
"May 16, 2024",0
"May 17, 2024",0
"May 18, 2024",0
"May 19, 2024",0
"May 20, 2024",0
"May 21, 2024",2
"May 22, 2024",2
"May 23, 2024",2
"May 24, 2024",0
"May 25, 2024",0
"May 26, 2024",0
"May 27, 2024",2
"May 28, 2024",0
"May 29, 2024",0
"May 30, 2024",0
"May 31, 2024",1
"Jun 1, 2024",0
"Jun 2, 2024",0
"Jun 3, 2024",0
"Jun 4, 2024",1
"Jun 5, 2024",0
"Jun 6, 2024",2
"Jun 7, 2024",10
"Jun 8, 2024",7
"Jun 9, 2024",3
"Jun 10, 2024",2
"Jun 11, 2024",6
"Jun 12, 2024",3
"Jun 13, 2024",2
"Jun 14, 2024",3
"Jun 15, 2024",0
"Jun 16, 2024",0
"Jun 17, 2024",3
"Jun 18, 2024",9
"Jun 19, 2024",0
"Jun 20, 2024",0
"Jun 21, 2024",2
"Jun 22, 2024",0
"Jun 23, 2024",2
"Jun 24, 2024",5
"Jun 25, 2024",3
"Jun 26, 2024",0
"Jun 27, 2024",2
"Jun 28, 2024",0
"Jun 29, 2024",2
"Jun 30, 2024",0
"Jul 1, 2024",0
"Jul 2, 2024",0
"Jul 3, 2024",2
"Jul 4, 2024",7
"Jul 5, 2024",21
"Jul 6, 2024",3
"Jul 7, 2024",2
"Jul 8, 2024",2
"Jul 9, 2024",3
"Jul 10, 2024",0
"Jul 11, 2024",2
"Jul 12, 2024",0
"Jul 13, 2024",2
"Jul 14, 2024",0
"Jul 15, 2024",0
"Jul 16, 2024",2
"Jul 17, 2024",1
"Jul 18, 2024",3
"Jul 19, 2024",3
"Jul 20, 2024",0
"Jul 21, 2024",0
"Jul 22, 2024",0
"Jul 23, 2024",0
"Jul 24, 2024",0
"Jul 25, 2024",2
"Jul 26, 2024",2
"Jul 27, 2024",0
"Jul 28, 2024",2
"Jul 29, 2024",1
"Jul 30, 2024",0
"Jul 31, 2024",1
"Aug 1, 2024",3
"Aug 2, 2024",2
"Aug 3, 2024",5
"Aug 4, 2024",9
"Aug 5, 2024",100
"Aug 6, 2024",16
"Aug 7, 2024",8
"Aug 8, 2024",4
"Aug 9, 2024",3
"Aug 10, 2024",2
"Aug 11, 2024",2
"Aug 12, 2024",2
"Aug 13, 2024",0
"Aug 14, 2024",2
"Aug 15, 2024",2
"Aug 16, 2024",2
"Aug 17, 2024",0
"Aug 18, 2024",0
"Aug 19, 2024",0
"Aug 20, 2024",0
"Aug 21, 2024",0
"Aug 22, 2024",0
"Aug 23, 2024",0
"Aug 24, 2024",0
"Aug 25, 2024",0
"Aug 26, 2024",0
"Aug 27, 2024",3
"Aug 28, 2024",2
"Aug 29, 2024",2
"Aug 30, 2024",0
"Aug 31, 2024",0
"Sep 1, 2024",0
"Sep 2, 2024",0
"Sep 3, 2024",2
"Sep 4, 2024",24
"Sep 5, 2024",9
"Sep 6, 2024",22
"Sep 7, 2024",14
"Sep 8, 2024",11
"Sep 9, 2024",0
"Sep 10, 2024",0
"Sep 11, 2024",0
"Sep 12, 2024",0
"Sep 13, 2024",10
"Sep 14, 2024",0
"Sep 15, 2024",0
"Sep 16, 2024",13
"Sep 17, 2024",0
"Sep 18, 2024",0
"Sep 19, 2024",0
"Sep 20, 2024",18
"Sep 21, 2024",0
"Sep 22, 2024",0
"Sep 23, 2024",0
"Sep 24, 2024",12
"Sep 25, 2024",14
"Sep 26, 2024",0
"Sep 27, 2024",11
"Sep 28, 2024",0
"Sep 29, 2024",0
"Sep 30, 2024",0
"Oct 1, 2024",21
"Oct 2, 2024",17
"Oct 3, 2024",16
"Oct 4, 2024",17
"Oct 5, 2024",0
"Oct 6, 2024",0
"Oct 7, 2024",0
"Oct 8, 2024",0
"Oct 9, 2024",0
"Oct 10, 2024",10
"Oct 11, 2024",0
"Oct 12, 2024",0
"Oct 13, 2024",0
"Oct 14, 2024",0
"Oct 15, 2024",11
"Oct 16, 2024",11
"Oct 17, 2024",0
"Oct 18, 2024",13
"Oct 19, 2024",0
"Oct 20, 2024",0
"Oct 21, 2024",11
"Oct 22, 2024",0
"Oct 23, 2024",14
"Oct 24, 2024",9
"Oct 25, 2024",0
"Oct 26, 2024",0
"Oct 27, 2024",0
"Oct 28, 2024",0
"Oct 29, 2024",0
"Oct 30, 2024",0
"Oct 31, 2024",0
"Nov 1, 2024",0
"Nov 2, 2024",0
"Nov 3, 2024",21
"Nov 4, 2024",0
"Nov 5, 2024",0
"Nov 6, 2024",12
"Nov 7, 2024",0
"Nov 8, 2024",11
"Nov 9, 2024",0
"Nov 10, 2024",20
"Nov 11, 2024",35
"Nov 12, 2024",52
"Nov 13, 2024",29
"Nov 14, 2024",24
"Nov 15, 2024",23
"Nov 16, 2024",17
"Nov 17, 2024",13
"Nov 18, 2024",19
"Nov 19, 2024",19
"Nov 20, 2024",16
"Nov 21, 2024",35
"Nov 22, 2024",35
"Nov 23, 2024",54
"Nov 24, 2024",34
"Nov 25, 2024",39
"Nov 26, 2024",100
"Nov 27, 2024",37
"Nov 28, 2024",19
"Nov 29, 2024",19
"Nov 30, 2024",23
"Dec 1, 2024",25
"Dec 2, 2024",42
"Dec 3, 2024",44
"Dec 4, 2024",37
"Dec 5, 2024",49
"Dec 6, 2024",38
